id,dataset,manager,package,verdict,exit_code,duration_ms,message,expected,incident
npm:source-map-support,npm-top,npm,source-map-support,passthrough-or-allow,0,905,,auto,
npm:acorn,npm-top,npm,acorn,build-script-not-approved,2,2535,yieldOS bloqueó acorn: requiere aprobación de build scripts,auto,
npm:expo-cli,npm-top,npm,expo-cli,build-script-not-approved,2,9397,yieldOS bloqueó expo-cli: requiere aprobación de build scripts,auto,
npm:@swc/register,npm-top,npm,@swc/register,category-d-blocked,2,775,"yieldOS bloqueó @swc/register: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@slack/web-api,npm-top,npm,@slack/web-api,passthrough-or-allow,0,6127,,auto,
npm:fast-diff,npm-top,npm,fast-diff,passthrough-or-allow,0,584,,auto,
npm:jest-diff,npm-top,npm,jest-diff,category-d-blocked,2,608,"yieldOS bloqueó jest-diff: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:diff,npm-top,npm,diff,passthrough-or-allow,0,1442,yieldOS instaló diff con advertencias (ver log),auto,
npm:ansi-styles,npm-top,npm,ansi-styles,category-a-rewrite,2,844,yieldOS realizó una optimización de la instalación de ansi-styles,auto,
npm:strip-ansi,npm-top,npm,strip-ansi,category-a-rewrite,2,719,yieldOS realizó una optimización de la instalación de strip-ansi,auto,
npm:ansi-regex,npm-top,npm,ansi-regex,category-a-rewrite,2,735,yieldOS realizó una optimización de la instalación de ansi-regex,auto,
npm:string-width,npm-top,npm,string-width,passthrough-or-allow,0,569,,auto,
npm:wrap-ansi,npm-top,npm,wrap-ansi,passthrough-or-allow,0,1107,yieldOS instaló wrap-ansi con advertencias (ver log),auto,
npm:is-interactive,npm-top,npm,is-interactive,category-a-rewrite,2,623,yieldOS realizó una optimización de la instalación de is-interactive,auto,
npm:is-unicode-supported,npm-top,npm,is-unicode-supported,category-a-rewrite,2,637,yieldOS realizó una optimización de la instalación de is-unicode-supported,auto,
npm:source-map,npm-top,npm,source-map,passthrough-or-allow,0,2880,,auto,
npm:@octokit/rest,npm-top,npm,@octokit/rest,passthrough-or-allow,0,7447,,auto,
npm:color-string,npm-top,npm,color-string,category-a-rewrite,2,890,yieldOS realizó una optimización de la instalación de color-string,auto,
npm:term-size,npm-top,npm,term-size,category-a-rewrite,2,1401,yieldOS realizó una optimización de la instalación de term-size,auto,
npm:color-convert,npm-top,npm,color-convert,category-a-rewrite,2,1070,yieldOS realizó una optimización de la instalación de color-convert,auto,
npm:color-name,npm-top,npm,color-name,category-a-rewrite,2,532,yieldOS realizó una optimización de la instalación de color-name,auto,
npm:magic-string,npm-top,npm,magic-string,passthrough-or-allow,0,3224,,auto,
npm:sucrase,npm-top,npm,sucrase,passthrough-or-allow,0,3074,,auto,
npm:https-proxy-agent,npm-top,npm,https-proxy-agent,passthrough-or-allow,0,282,,auto,
npm:http-proxy-agent,npm-top,npm,http-proxy-agent,passthrough-or-allow,0,510,,auto,
npm:agent-base,npm-top,npm,agent-base,category-a-rewrite,2,588,yieldOS realizó una optimización de la instalación de agent-base,auto,
npm:tinycolor2,npm-top,npm,tinycolor2,passthrough-or-allow,0,1172,,auto,
npm:color,npm-top,npm,color,passthrough-or-allow,0,1877,yieldOS instaló color con advertencias (ver log),auto,
npm:chroma-js,npm-top,npm,chroma-js,passthrough-or-allow,0,1426,,auto,
npm:split2,npm-top,npm,split2,category-a-rewrite,2,1023,yieldOS realizó una optimización de la instalación de split2,auto,
npm:expo,npm-top,npm,expo,passthrough-or-allow,0,12336,yieldOS instaló expo con advertencias (ver log),auto,
npm:stream-buffers,npm-top,npm,stream-buffers,category-a-rewrite,2,924,yieldOS realizó una optimización de la instalación de stream-buffers,auto,
npm:merge-stream,npm-top,npm,merge-stream,category-a-rewrite,2,574,yieldOS realizó una optimización de la instalación de merge-stream,auto,
npm:tunnel,npm-top,npm,tunnel,passthrough-or-allow,0,1321,,auto,
npm:concat-stream,npm-top,npm,concat-stream,passthrough-or-allow,0,959,yieldOS instaló concat-stream con advertencias (ver log),auto,
npm:duplexer,npm-top,npm,duplexer,category-a-rewrite,2,772,yieldOS realizó una optimización de la instalación de duplexer,auto,
npm:through2,npm-top,npm,through2,passthrough-or-allow,0,1262,,auto,
npm:i18n-iso-countries,npm-top,npm,i18n-iso-countries,category-d-blocked,2,354,"yieldOS bloqueó i18n-iso-countries: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:stream-to-array,npm-top,npm,stream-to-array,passthrough-or-allow,0,563,,auto,
npm:pumpify,npm-top,npm,pumpify,passthrough-or-allow,0,865,,auto,
npm:polished,npm-top,npm,polished,build-script-not-approved,2,2018,yieldOS bloqueó polished: requiere aprobación de build scripts,auto,
npm:iconv-lite,npm-top,npm,iconv-lite,passthrough-or-allow,0,772,,auto,
npm:punycode,npm-top,npm,punycode,category-a-rewrite,2,580,yieldOS realizó una optimización de la instalación de punycode,auto,
npm:raw-body,npm-top,npm,raw-body,passthrough-or-allow,0,1098,,auto,
npm:into-stream,npm-top,npm,into-stream,category-a-rewrite,2,855,yieldOS realizó una optimización de la instalación de into-stream,auto,
npm:get-stream,npm-top,npm,get-stream,passthrough-or-allow,0,1004,,auto,
npm:encoding,npm-top,npm,encoding,category-a-rewrite,2,972,yieldOS realizó una optimización de la instalación de encoding,auto,
npm:ip,npm-top,npm,ip,category-a-rewrite,2,753,yieldOS realizó una optimización de la instalación de ip,auto,
npm:ipaddr.js,npm-top,npm,ipaddr.js,passthrough-or-allow,0,621,,auto,
npm:iconv-corefoundation,npm-top,npm,iconv-corefoundation,build-script-not-approved,2,1035,yieldOS bloqueó iconv-corefoundation: requiere aprobación de build scripts,auto,
npm:public-suffix-list,npm-top,npm,public-suffix-list,passthrough-or-allow,0,346,,auto,
npm:is-url,npm-top,npm,is-url,category-a-rewrite,2,537,yieldOS realizó una optimización de la instalación de is-url,auto,
npm:is-email,npm-top,npm,is-email,category-a-rewrite,2,683,yieldOS realizó una optimización de la instalación de is-email,auto,
npm:isemail,npm-top,npm,isemail,passthrough-or-allow,0,712,,auto,
npm:electron,npm-top,npm,electron,passthrough-or-allow,0,12646,yieldOS instaló electron con advertencias (ver log),auto,
npm:psl,npm-top,npm,psl,passthrough-or-allow,0,900,,auto,
npm:electron-builder,npm-top,npm,electron-builder,passthrough-or-allow,0,12687,,auto,
npm:url-parse,npm-top,npm,url-parse,passthrough-or-allow,0,1259,yieldOS instaló url-parse con advertencias (ver log),auto,
npm:vinyl-fs,npm-top,npm,vinyl-fs,passthrough-or-allow,0,795,,auto,
npm:@ember/array,npm-top,npm,@ember/array,passthrough-or-allow,0,320,,auto,
npm:vinyl,npm-top,npm,vinyl,passthrough-or-allow,0,886,,auto,
npm:gulp,npm-top,npm,gulp,passthrough-or-allow,0,918,,auto,
npm:gulp-cli,npm-top,npm,gulp-cli,passthrough-or-allow,0,937,,auto,
npm:broccoli,npm-top,npm,broccoli,passthrough-or-allow,0,976,,auto,
npm:polymer,npm-top,npm,polymer,passthrough-or-allow,0,556,,auto,
npm:react-toastify,npm-top,npm,react-toastify,category-d-blocked,2,510,"yieldOS bloqueó react-toastify: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-sortable-hoc,npm-top,npm,react-sortable-hoc,category-d-blocked,2,611,"yieldOS bloqueó react-sortable-hoc: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-modal,npm-top,npm,react-modal,category-d-blocked,2,772,"yieldOS bloqueó react-modal: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:stencil,npm-top,npm,stencil,passthrough-or-allow,0,1187,,auto,
npm:react-transition-group,npm-top,npm,react-transition-group,category-d-blocked,2,446,"yieldOS bloqueó react-transition-group: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:validator,npm-top,npm,validator,passthrough-or-allow,0,2291,yieldOS instaló validator con advertencias (ver log),auto,
npm:sortablejs,npm-top,npm,sortablejs,passthrough-or-allow,0,1208,,auto,
npm:react-loading-skeleton,npm-top,npm,react-loading-skeleton,category-d-blocked,2,335,"yieldOS bloqueó react-loading-skeleton: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lit,npm-top,npm,lit,passthrough-or-allow,0,1734,,auto,
npm:alpinejs,npm-top,npm,alpinejs,passthrough-or-allow,0,1637,,auto,
npm:react-content-loader,npm-top,npm,react-content-loader,category-d-blocked,2,773,"yieldOS bloqueó react-content-loader: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-helmet,npm-top,npm,react-helmet,category-d-blocked,2,455,"yieldOS bloqueó react-helmet: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lit-element,npm-top,npm,lit-element,passthrough-or-allow,0,2064,,auto,
npm:react-intersection-observer,npm-top,npm,react-intersection-observer,category-d-blocked,2,623,"yieldOS bloqueó react-intersection-observer: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-lazy-load-image-component,npm-top,npm,react-lazy-load-image-component,category-d-blocked,2,679,"yieldOS bloqueó react-lazy-load-image-component: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-helmet-async,npm-top,npm,react-helmet-async,category-d-blocked,2,487,"yieldOS bloqueó react-helmet-async: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-error-boundary,npm-top,npm,react-error-boundary,category-d-blocked,2,445,"yieldOS bloqueó react-error-boundary: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:react-i18next,npm-top,npm,react-i18next,passthrough-or-allow,0,398,,auto,
npm:next-i18next,npm-top,npm,next-i18next,category-d-blocked,2,272,"yieldOS bloqueó next-i18next: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:htmx.org,npm-top,npm,htmx.org,passthrough-or-allow,0,2388,,auto,
npm:@reach/router,npm-top,npm,@reach/router,passthrough-or-allow,0,1708,,auto,
npm:react-day-picker,npm-top,npm,react-day-picker,category-d-blocked,2,834,"yieldOS bloqueó react-day-picker: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:lit-html,npm-top,npm,lit-html,passthrough-or-allow,0,4051,,auto,
npm:react-datepicker,npm-top,npm,react-datepicker,category-d-blocked,2,605,"yieldOS bloqueó react-datepicker: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:next-pwa,npm-top,npm,next-pwa,passthrough-or-allow,0,2538,,auto,
npm:next-themes,npm-top,npm,next-themes,category-a-rewrite,2,2559,yieldOS realizó una optimización de la instalación de next-themes,auto,
npm:embla-carousel,npm-top,npm,embla-carousel,passthrough-or-allow,0,2536,,auto,
npm:next-mdx-remote,npm-top,npm,next-mdx-remote,passthrough-or-allow,0,2721,yieldOS instaló next-mdx-remote con advertencias (ver log),auto,
npm:tldts,npm-top,npm,tldts,passthrough-or-allow,0,6333,,auto,
npm:io-ts,npm-top,npm,io-ts,passthrough-or-allow,0,1581,,auto,
npm:fp-ts,npm-top,npm,fp-ts,passthrough-or-allow,0,2033,,auto,
npm:next-seo,npm-top,npm,next-seo,passthrough-or-allow,0,4300,,auto,
pip:requests,pypi-top,pip,requests,native-suggest,2,557,yieldOS sustituyó requests por API nativa: urllib.request or httpx,auto,
npm:neverthrow,npm-top,npm,neverthrow,passthrough-or-allow,0,1948,,auto,
pip:aiohttp,pypi-top,pip,aiohttp,passthrough-or-allow,0,282,,auto,
pip:httpx,pypi-top,pip,httpx,passthrough-or-allow,0,637,,auto,
pip:urllib3,pypi-top,pip,urllib3,passthrough-or-allow,0,425,,auto,
npm:@effect/io,npm-top,npm,@effect/io,passthrough-or-allow,0,2617,,auto,
pip:httpcore,pypi-top,pip,httpcore,passthrough-or-allow,0,409,,auto,
pip:numpy,pypi-top,pip,numpy,passthrough-or-allow,0,314,,auto,
pip:aiofiles,pypi-top,pip,aiofiles,passthrough-or-allow,0,669,,auto,
pip:pandas,pypi-top,pip,pandas,passthrough-or-allow,0,402,,auto,
pip:matplotlib,pypi-top,pip,matplotlib,passthrough-or-allow,0,382,,auto,
pip:scipy,pypi-top,pip,scipy,passthrough-or-allow,0,430,,auto,
npm:next-translate,npm-top,npm,next-translate,build-script-not-approved,2,5974,yieldOS bloqueó next-translate: requiere aprobación de build scripts,auto,
pip:seaborn,pypi-top,pip,seaborn,category-d-blocked,2,317,"yieldOS bloqueó seaborn: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:plotly,pypi-top,pip,plotly,category-d-blocked,2,293,"yieldOS bloqueó plotly: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:ts-pattern,npm-top,npm,ts-pattern,passthrough-or-allow,0,3048,,auto,
npm:next-sitemap,npm-top,npm,next-sitemap,passthrough-or-allow,0,6036,,auto,
pip:scikit-learn,pypi-top,pip,scikit-learn,passthrough-or-allow,0,398,,auto,
pip:tensorflow,pypi-top,pip,tensorflow,passthrough-or-allow,0,361,,auto,
pip:torch,pypi-top,pip,torch,passthrough-or-allow,0,373,,auto,
pip:bokeh,pypi-top,pip,bokeh,category-d-blocked,2,541,"yieldOS bloqueó bokeh: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:@effect/data,npm-top,npm,@effect/data,passthrough-or-allow,0,3863,,auto,
pip:keras,pypi-top,pip,keras,category-d-blocked,2,525,"yieldOS bloqueó keras: categoría crítica, requiere aprobación del equipo de seguridad",auto,
npm:ember-cli,npm-top,npm,ember-cli,passthrough-or-allow,0,8950,,auto,
pip:lightgbm,pypi-top,pip,lightgbm,category-d-blocked,2,479,"yieldOS bloqueó lightgbm: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:transformers,pypi-top,pip,transformers,passthrough-or-allow,0,450,,auto,
npm:true-myth,npm-top,npm,true-myth,passthrough-or-allow,0,2765,,auto,
npm:@mui/x-date-pickers,npm-top,npm,@mui/x-date-pickers,passthrough-or-allow,0,5022,,auto,
pip:xgboost,pypi-top,pip,xgboost,category-d-blocked,2,766,"yieldOS bloqueó xgboost: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:sentence-transformers,pypi-top,pip,sentence-transformers,category-d-blocked,2,343,"yieldOS bloqueó sentence-transformers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:pytorch-lightning,pypi-top,pip,pytorch-lightning,passthrough-or-allow,0,1188,yieldOS instaló pytorch-lightning con advertencias (ver log),auto,
pip:openai,pypi-top,pip,openai,passthrough-or-allow,0,440,,auto,
pip:anthropic,pypi-top,pip,anthropic,passthrough-or-allow,0,450,,auto,
pip:huggingface-hub,pypi-top,pip,huggingface-hub,passthrough-or-allow,0,795,,auto,
npm:ipfs-http-client,npm-top,npm,ipfs-http-client,passthrough-or-allow,0,18669,,auto,
pip:langchain-core,pypi-top,pip,langchain-core,passthrough-or-allow,0,348,,auto,
pip:langchain-community,pypi-top,pip,langchain-community,passthrough-or-allow,0,498,,auto,
pip:langchain-openai,pypi-top,pip,langchain-openai,passthrough-or-allow,0,564,,auto,
pip:langchain,pypi-top,pip,langchain,passthrough-or-allow,0,684,,auto,
pip:diffusers,pypi-top,pip,diffusers,passthrough-or-allow,0,1220,yieldOS instaló diffusers con advertencias (ver log),auto,
pip:google-generativeai,pypi-top,pip,google-generativeai,passthrough-or-allow,0,737,,auto,
pip:flask,pypi-top,pip,flask,passthrough-or-allow,0,363,,auto,
pip:django,pypi-top,pip,django,passthrough-or-allow,0,291,,auto,
npm:@next/mdx,npm-top,npm,@next/mdx,category-a-rewrite,2,8802,yieldOS realizó una optimización de la instalación de @next/mdx,auto,
pip:starlette,pypi-top,pip,starlette,passthrough-or-allow,0,559,,auto,
pip:fastapi,pypi-top,pip,fastapi,passthrough-or-allow,0,730,,auto,
npm:mathjs,npm-top,npm,mathjs,passthrough-or-allow,0,28611,yieldOS instaló mathjs con advertencias (ver log),auto,
pip:djangorestframework,pypi-top,pip,djangorestframework,category-d-blocked,2,340,"yieldOS bloqueó djangorestframework: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:quart,pypi-top,pip,quart,passthrough-or-allow,0,591,yieldOS instaló quart con advertencias (ver log),auto,
pip:together,pypi-top,pip,together,passthrough-or-allow,0,1578,,auto,
pip:django-cors-headers,pypi-top,pip,django-cors-headers,category-d-blocked,2,307,"yieldOS bloqueó django-cors-headers: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:replicate,pypi-top,pip,replicate,passthrough-or-allow,0,1850,,auto,
pip:tornado,pypi-top,pip,tornado,passthrough-or-allow,0,908,yieldOS instaló tornado con advertencias (ver log),auto,
pip:sanic,pypi-top,pip,sanic,passthrough-or-allow,0,1388,yieldOS instaló sanic con advertencias (ver log),auto,
pip:django-rest-framework-simplejwt,pypi-top,pip,django-rest-framework-simplejwt,category-d-blocked,2,521,"yieldOS bloqueó django-rest-framework-simplejwt: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:django-allauth,pypi-top,pip,django-allauth,category-d-blocked,2,579,"yieldOS bloqueó django-allauth: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:accelerate,pypi-top,pip,accelerate,passthrough-or-allow,0,3135,,auto,
pip:flask-sqlalchemy,pypi-top,pip,flask-sqlalchemy,category-d-blocked,2,320,"yieldOS bloqueó flask-sqlalchemy: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:datasets,pypi-top,pip,datasets,passthrough-or-allow,0,3204,,auto,
pip:flask-login,pypi-top,pip,flask-login,category-d-blocked,2,374,"yieldOS bloqueó flask-login: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:cohere,pypi-top,pip,cohere,passthrough-or-allow,0,2272,,auto,
pip:flask-migrate,pypi-top,pip,flask-migrate,category-d-blocked,2,251,"yieldOS bloqueó flask-migrate: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:flask-cors,pypi-top,pip,flask-cors,category-d-blocked,2,280,"yieldOS bloqueó flask-cors: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:uvicorn,pypi-top,pip,uvicorn,passthrough-or-allow,0,324,,auto,
pip:gunicorn,pypi-top,pip,gunicorn,passthrough-or-allow,0,364,,auto,
pip:sqlalchemy,pypi-top,pip,sqlalchemy,passthrough-or-allow,0,356,,auto,
pip:flask-jwt-extended,pypi-top,pip,flask-jwt-extended,category-d-blocked,2,572,"yieldOS bloqueó flask-jwt-extended: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:waitress,pypi-top,pip,waitress,passthrough-or-allow,0,553,yieldOS instaló waitress con advertencias (ver log),auto,
pip:alembic,pypi-top,pip,alembic,passthrough-or-allow,0,365,,auto,
pip:fastapi-cache,pypi-top,pip,fastapi-cache,passthrough-or-allow,0,631,,auto,
pip:daphne,pypi-top,pip,daphne,passthrough-or-allow,0,509,,auto,
pip:tortoise-orm,pypi-top,pip,tortoise-orm,category-d-blocked,2,255,"yieldOS bloqueó tortoise-orm: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:fastapi-users,pypi-top,pip,fastapi-users,passthrough-or-allow,0,708,yieldOS instaló fastapi-users con advertencias (ver log),auto,
pip:ormar,pypi-top,pip,ormar,category-d-blocked,2,218,"yieldOS bloqueó ormar: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:peewee,pypi-top,pip,peewee,category-d-blocked,2,530,"yieldOS bloqueó peewee: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:hypercorn,pypi-top,pip,hypercorn,passthrough-or-allow,0,852,,auto,
pip:psycopg2,pypi-top,pip,psycopg2,passthrough-or-allow,0,347,,auto,
pip:asyncpg,pypi-top,pip,asyncpg,passthrough-or-allow,0,359,,auto,
pip:aiomysql,pypi-top,pip,aiomysql,category-d-blocked,2,365,"yieldOS bloqueó aiomysql: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:psycopg2-binary,pypi-top,pip,psycopg2-binary,passthrough-or-allow,0,509,,auto,
pip:aioredis,pypi-top,pip,aioredis,category-d-blocked,2,315,"yieldOS bloqueó aioredis: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:aiosqlite,pypi-top,pip,aiosqlite,category-d-blocked,2,572,"yieldOS bloqueó aiosqlite: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:redis,pypi-top,pip,redis,passthrough-or-allow,0,509,,auto,
pip:elasticsearch-async,pypi-top,pip,elasticsearch-async,passthrough-or-allow,0,436,,auto,
pip:pymongo,pypi-top,pip,pymongo,passthrough-or-allow,0,615,,auto,
pip:celery,pypi-top,pip,celery,category-d-blocked,2,369,"yieldOS bloqueó celery: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:motor,pypi-top,pip,motor,passthrough-or-allow,0,594,,auto,
pip:elasticsearch,pypi-top,pip,elasticsearch,passthrough-or-allow,0,585,,auto,
pip:pydantic-core,pypi-top,pip,pydantic-core,passthrough-or-allow,0,285,,auto,
pip:marshmallow,pypi-top,pip,marshmallow,category-d-blocked,2,285,"yieldOS bloqueó marshmallow: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:psycopg,pypi-top,pip,psycopg,passthrough-or-allow,0,1297,,auto,
pip:pydantic,pypi-top,pip,pydantic,passthrough-or-allow,0,506,,auto,
pip:pydantic-settings,pypi-top,pip,pydantic-settings,passthrough-or-allow,0,503,,auto,
pip:piccolo,pypi-top,pip,piccolo,passthrough-or-allow,0,1486,yieldOS instaló piccolo con advertencias (ver log),auto,
pip:torchvision,pypi-top,pip,torchvision,passthrough-or-allow,0,5961,,auto,
pip:huey,pypi-top,pip,huey,passthrough-or-allow,0,633,,auto,
pip:pytest-cov,pypi-top,pip,pytest-cov,passthrough-or-allow,0,251,,auto,
pip:dramatiq,pypi-top,pip,dramatiq,passthrough-or-allow,0,1069,,auto,
pip:schema,pypi-top,pip,schema,passthrough-or-allow,0,498,,auto,
pip:pytest-flask,pypi-top,pip,pytest-flask,category-d-blocked,2,245,"yieldOS bloqueó pytest-flask: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:voluptuous,pypi-top,pip,voluptuous,passthrough-or-allow,0,735,,auto,
pip:pytest-django,pypi-top,pip,pytest-django,category-d-blocked,2,520,"yieldOS bloqueó pytest-django: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:pytest-asyncio,pypi-top,pip,pytest-asyncio,passthrough-or-allow,0,577,,auto,
pip:unittest-mock,pypi-top,pip,unittest-mock,passthrough-or-allow,0,353,,auto,
pip:hypothesis,pypi-top,pip,hypothesis,passthrough-or-allow,0,394,,auto,
pip:pytest-mock,pypi-top,pip,pytest-mock,passthrough-or-allow,0,714,,auto,
pip:rq,pypi-top,pip,rq,passthrough-or-allow,0,1492,,auto,
pip:torchaudio,pypi-top,pip,torchaudio,passthrough-or-allow,0,6638,,auto,
pip:click,pypi-top,pip,click,passthrough-or-allow,0,332,,auto,
pip:typer,pypi-top,pip,typer,passthrough-or-allow,0,332,,auto,
pip:rich,pypi-top,pip,rich,passthrough-or-allow,0,410,,auto,
pip:pytest,pypi-top,pip,pytest,passthrough-or-allow,0,1077,,auto,
pip:kombu,pypi-top,pip,kombu,passthrough-or-allow,0,1843,,auto,
pip:nox,pypi-top,pip,nox,passthrough-or-allow,0,751,,auto,
pip:fire,pypi-top,pip,fire,passthrough-or-allow,0,438,,auto,
pip:python-dotenv,pypi-top,pip,python-dotenv,native-suggest,2,416,yieldOS sustituyó python-dotenv por API nativa: os.environ + manual parse,auto,
pip:argparse,pypi-top,pip,argparse,passthrough-or-allow,0,495,,auto,
pip:pyyaml,pypi-top,pip,pyyaml,passthrough-or-allow,0,341,,auto,
pip:tomli,pypi-top,pip,tomli,passthrough-or-allow,0,266,,auto,
pip:tomlkit,pypi-top,pip,tomlkit,passthrough-or-allow,0,250,,auto,
pip:tox,pypi-top,pip,tox,passthrough-or-allow,0,1091,,auto,
pip:opencv-python,pypi-top,pip,opencv-python,passthrough-or-allow,0,368,,auto,
pip:pillow,pypi-top,pip,pillow,passthrough-or-allow,0,430,,auto,
pip:scikit-image,pypi-top,pip,scikit-image,category-d-blocked,2,415,"yieldOS bloqueó scikit-image: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:imageio,pypi-top,pip,imageio,category-d-blocked,2,400,"yieldOS bloqueó imageio: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:cryptography,pypi-top,pip,cryptography,passthrough-or-allow,0,289,,auto,
pip:textual,pypi-top,pip,textual,passthrough-or-allow,0,1150,,auto,
pip:pyjwt,pypi-top,pip,pyjwt,passthrough-or-allow,0,262,,auto,
pip:passlib,pypi-top,pip,passlib,passthrough-or-allow,0,265,,auto,
pip:environs,pypi-top,pip,environs,passthrough-or-allow,0,1052,,auto,
pip:toml,pypi-top,pip,toml,passthrough-or-allow,0,819,,auto,
pip:bcrypt,pypi-top,pip,bcrypt,passthrough-or-allow,0,245,,auto,
pip:argon2-cffi,pypi-top,pip,argon2-cffi,passthrough-or-allow,0,260,,auto,
pip:python-jose,pypi-top,pip,python-jose,passthrough-or-allow,0,342,,auto,
pip:authlib,pypi-top,pip,authlib,passthrough-or-allow,0,398,,auto,
pip:Wand,pypi-top,pip,Wand,passthrough-or-allow,0,923,,auto,
pip:oauthlib,pypi-top,pip,oauthlib,passthrough-or-allow,0,404,,auto,
pip:cryptography-vectors,pypi-top,pip,cryptography-vectors,category-d-blocked,2,573,"yieldOS bloqueó cryptography-vectors: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:requests-oauthlib,pypi-top,pip,requests-oauthlib,passthrough-or-allow,0,410,,auto,
pip:lxml,pypi-top,pip,lxml,passthrough-or-allow,0,393,,auto,
pip:beautifulsoup4,pypi-top,pip,beautifulsoup4,passthrough-or-allow,0,415,,auto,
pip:dynaconf,pypi-top,pip,dynaconf,passthrough-or-allow,0,1423,yieldOS instaló dynaconf con advertencias (ver log),auto,
pip:html5lib,pypi-top,pip,html5lib,passthrough-or-allow,0,401,,auto,
pip:playwright,pypi-top,pip,playwright,category-d-blocked,2,268,"yieldOS bloqueó playwright: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:selenium,pypi-top,pip,selenium,category-d-blocked,2,394,"yieldOS bloqueó selenium: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:soupsieve,pypi-top,pip,soupsieve,passthrough-or-allow,0,479,,auto,
pip:splinter,pypi-top,pip,splinter,category-d-blocked,2,396,"yieldOS bloqueó splinter: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:scrapy-redis,pypi-top,pip,scrapy-redis,category-d-blocked,2,391,"yieldOS bloqueó scrapy-redis: categoría crítica, requiere aprobación del equipo de seguridad",auto,
pip:mechanicalsoup,pypi-top,pip,mechanicalsoup,passthrough-or-allow,0,456,yieldOS instaló mechanicalsoup con advertencias (ver log),auto,
pip:feedparser,pypi-top,pip,feedparser,passthrough-or-allow,0,460,yieldOS instaló feedparser con advertencias (ver log),auto,
pip:trio,pypi-top,pip,trio,passthrough-or-allow,0,497,,auto,
pip:twisted,pypi-top,pip,twisted,passthrough-or-allow,0,630,yieldOS instaló twisted con advertencias (ver log),auto,
npm:@stencil/core,npm-top,npm,@stencil/core,passthrough-or-allow,0,16979,,auto,
pip:scrapy,pypi-top,pip,scrapy,passthrough-or-allow,0,871,yieldOS instaló scrapy con advertencias (ver log),auto,
pip:arrow,pypi-top,pip,arrow,passthrough-or-allow,0,556,,auto,
pip:tzdata,pypi-top,pip,tzdata,passthrough-or-allow,0,427,,auto,
pip:python-dateutil,pypi-top,pip,python-dateutil,passthrough-or-allow,0,538,,auto,
pip:tqdm,pypi-top,pip,tqdm,passthrough-or-allow,0,434,,auto,
pip:rich,pypi-top,pip,rich,passthrough-or-allow,0,417,,auto,
pip:loguru,pypi-top,pip,loguru,passthrough-or-allow,0,284,,auto,
pip:anyio,pypi-top,pip,anyio,passthrough-or-allow,0,959,,auto,
pip:structlog,pypi-top,pip,structlog,passthrough-or-allow,0,284,,auto,
